Dates,SP1 Index,GX1 Index,Z1 Index,NK1 Index,SP1 Index_position,GX1 Index_position,Z1 Index_position,NK1 Index_position,Risk_Index,SP1 Index_returns,GX1 Index_returns,Z1 Index_returns,NK1 Index_returns,SP1 Index_strat,GX1 Index_strat,Z1 Index_strat,NK1 Index_strat,Total
1991-04-11,381.1,950.31428,4593.915,196.24862,0.0,0.0,0.0,0.0,1.7607326919370814,0.014103246407663583,0.006553696243076557,0.009626795999746696,-0.002293089764715983,0.0,0.0,0.0,-0.0,0.0
1991-04-12,382.4,956.65083,4548.124,198.60602,0.0,0.0,0.0,0.0,1.9656415394125846,0.0034111781684595943,0.006667846767492547,-0.009967750818201893,0.012012313768117178,0.0,0.0,-0.0,0.0,0.0
1991-04-15,382.4,966.89532,4621.8495,202.63236,0.0,0.0,0.0,0.0,1.7343080271895555,0.0,0.010708703404354925,0.0162100901382638,0.020273000788193718,0.0,0.0,0.0,0.0,0.0
1991-04-16,389.15,967.75162,4555.7724,203.04042,0.0,0.0,0.0,0.0,1.9330807752501376,0.017651673640167287,0.0008856181039329503,-0.014296679283910096,0.00201379483513886,0.0,0.0,-0.0,0.0,0.0
1991-04-17,392.15,983.2636,4611.75,201.10011,0.0,0.0,0.0,0.0,1.9119527791545017,0.007709109597841435,0.01602888559359883,0.012287180983843848,-0.009556274558533806,0.0,0.0,0.0,-0.0,0.0
1991-04-18,390.75,962.09654,4502.988,198.90351,0.0,0.0,0.0,0.0,2.1956139509833603,-0.003570062476093261,-0.02152735034633646,-0.023583672141811562,-0.010922917943704702,-0.0,-0.0,-0.0,-0.0,-0.0
1991-04-19,386.35,926.59758,4380.768,195.48275,0.0,0.0,0.0,0.0,2.3293862784588364,-0.011260396673064554,-0.036897503030205225,-0.0271419777267895,-0.01719808765566777,-0.0,-0.0,-0.0,-0.0,-0.0
1991-04-22,383.3,895.8687,4261.167,192.327,0.0,0.0,0.0,0.0,2.284218309009222,-0.007894396272809634,-0.03316313431338769,-0.02730137729274862,-0.01614336814885209,-0.0,-0.0,-0.0,-0.0,-0.0
1991-04-23,382.75,926.78725,4318.643,195.80977,0.0,0.0,0.0,0.0,1.7426327898011167,-0.0014349073832506942,0.03451236771638522,0.013488323738543917,0.018108585897975704,-0.0,0.0,0.0,0.0,0.0
1991-04-24,383.75,926.71799,4272.543,193.77037,0.0,0.0,0.0,0.0,2.0670929221666077,0.0026126714565644082,-7.473128271884288e-05,-0.01067464942112617,-0.010415210640408623,0.0,-0.0,-0.0,-0.0,0.0
1991-04-25,380.2,931.04435,4234.635,192.61137,0.0,0.0,0.0,0.0,2.1218869566431726,-0.009250814332247614,0.004668475249951731,-0.008872467755151825,-0.005981306636303696,-0.0,0.0,-0.0,-0.0,0.0
1991-04-26,380.1,930.19943,4213.5265,193.15138,0.0,0.0,0.0,0.0,1.9787880119316306,-0.0002630194634402061,-0.0009074970488784917,-0.0049847271370496715,0.0028036247289036087,-0.0,-0.0,-0.0,0.0,0.0
1991-04-29,375.45,925.66422,4281.9185,193.15138,0.0,0.0,0.0,0.0,1.943834943803147,-0.012233622730860372,-0.004875524380830942,0.01623153432166613,0.0,-0.0,-0.0,0.0,0.0,0.0
1991-04-30,375.9,941.51877,4330.534,193.87007,0.0,0.0,0.0,0.0,1.795962186179502,0.001198561725928915,0.01712775502978836,0.011353672425105765,0.0037208639151322664,0.0,0.0,0.0,0.0,0.0
1991-05-01,381.6,941.51877,4370.796,195.71221,0.0,0.0,0.0,0.0,1.8178172777253272,0.015163607342378427,0.0,0.009297236784193474,0.009501930855030816,0.0,0.0,0.0,0.0,0.0
1991-05-02,381.4,954.93562,4389.44,195.00362,0.0,0.0,0.0,0.0,1.9467747268479323,-0.0005241090146751448,0.014250220417804327,0.004265584575441128,-0.0036205712459125294,-0.0,0.0,0.0,-0.0,0.0
1991-05-03,381.8,941.07551,4299.372,195.00362,0.0,0.0,0.0,0.0,2.0690874252146974,0.001048767697954922,-0.014514182641967022,-0.020519246190857876,0.0,0.0,-0.0,-0.0,0.0,0.0
1991-05-06,380.85,940.57412,4299.372,195.00362,0.0,0.0,0.0,0.0,1.9739197178875014,-0.002488213724463062,-0.0005327840270755724,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0
1991-05-07,377.0,952.93434,4422.012,193.76586,0.0,0.0,0.0,0.0,1.8704775314917517,-0.010108966784823425,0.013141144049338749,0.028525096223355195,-0.00634736934627167,-0.0,0.0,0.0,-0.0,0.0
1991-05-08,380.05,933.47949,4368.8,193.06108,0.0,0.0,0.0,0.0,2.0403406335044934,0.008090185676392636,-0.020415729797291116,-0.012033436363356631,-0.0036372764531378277,0.0,-0.0,-0.0,-0.0,0.0
