Dates,SP1 Index,GX1 Index,Z1 Index,NK1 Index,SP1 Index_position,GX1 Index_position,Z1 Index_position,NK1 Index_position,Risk_Index,SP1 Index_returns,GX1 Index_returns,Z1 Index_returns,NK1 Index_returns,SP1 Index_strat,GX1 Index_strat,Z1 Index_strat,NK1 Index_strat,Total
2003-05-28,952.0,3431.5488,6662.20275,69.54396,0.0,0.0,0.0,0.0,1.714518057903646,0.00263296471827279,0.005720140625899761,0.015530428081979464,0.0020496613123799357,0.0,0.0,0.0,0.0,0.0
2003-05-29,949.2,3461.4944,6759.8883,70.8788,0.0,0.0,0.0,0.0,1.6902076304009976,-0.002941176470588225,0.008726555192803964,0.01466265042744297,0.01919419026469016,-0.0,0.0,0.0,0.0,0.0
2003-05-30,963.3,3526.5699,6667.474,70.30465,0.0,0.0,0.0,0.0,1.812145139302738,0.014854614412136424,0.01879982818981296,-0.01367098033261871,-0.008100447524506671,0.0,0.0,-0.0,-0.0,0.0
2003-06-02,968.2,3600.762,6762.018,72.44055,0.0,0.0,0.0,0.0,1.642228636137759,0.005086681200041632,0.021038034720366694,0.01417988281619098,0.030380636273703132,0.0,0.0,0.0,0.0,0.0
2003-06-03,972.2,3547.4544,6692.17275,72.08795,0.0,0.0,0.0,0.0,1.8120377844991473,0.004131377814501125,-0.01480453304050644,-0.01032905413738916,-0.004867439576314636,0.0,-0.0,-0.0,-0.0,0.0
2003-06-04,986.2,3597.5022,6742.657,72.47598,0.0,0.0,0.0,0.0,1.693127373705984,0.014400329150380475,0.014108088323841361,0.007543775674350384,0.005382730400850688,0.0,0.0,0.0,0.0,0.0
2003-06-05,990.7,3614.73485,6819.6168,73.48569,0.0,0.0,0.0,0.0,1.6700785279812589,0.004562968971810966,0.004790170802397187,0.011413868449781761,0.013931650182584576,0.0,0.0,0.0,0.0,0.0
2003-06-06,987.8,3665.543,6896.8796,73.9899,0.0,0.0,0.0,0.0,1.7298164565923562,-0.0029272231755325118,0.014055844234328818,0.01132949288294327,0.00686133586008375,-0.0,0.0,0.0,0.0,0.0
2003-06-09,977.1,3638.16,6790.96275,74.51312,0.0,0.0,0.0,0.0,1.8605495622320953,-0.010832152257541972,-0.007470380241072161,-0.015357213137373149,0.007071505705508407,-0.0,-0.0,-0.0,0.0,0.0
2003-06-10,986.7,3672.7713,6806.65395,74.67119,0.0,0.0,0.0,0.0,1.752516247699294,0.009824992324224846,0.009513407876509117,0.002310600216442138,0.0021213713772822995,0.0,0.0,0.0,0.0,0.0
2003-06-11,997.2,3743.37975,6917.635,75.3948,0.0,0.0,0.0,0.0,1.6356810775448136,0.010641532380662788,0.019224842559622424,0.0163047880522853,0.009690618296025688,0.0,0.0,0.0,0.0,0.0
2003-06-12,1000.6,3787.1535,6936.3822,76.02786,0.0,0.0,0.0,0.0,1.7558150036926023,0.003409546730846369,0.011693643959045152,0.002710059145936361,0.008396600296041612,0.0,0.0,0.0,0.0,0.0
2003-06-13,989.7,3744.63495,6883.471,76.48412,0.0,0.0,0.0,0.0,1.8183784144507111,-0.010893463921647029,-0.011227046910034066,-0.007628068707056013,0.0060012211313063,-0.0,-0.0,-0.0,0.0,0.0
2003-06-16,1010.4,3863.984,6988.3506,75.02761,0.0,0.0,0.0,0.0,1.7037084393152564,0.020915428917853918,0.0318720119834377,0.015236441033891213,-0.019043299445688944,0.0,0.0,0.0,-0.0,0.0
